station,date,datatype,value,attributes
GHCND:US1ORJS0010,2023-01-01T00:00:00,SNOW,0.0,",,N,0830"
GHCND:US1ORJS0010,2023-01-01T00:00:00,SNWD,0.0,",,N,0830"
GHCND:US1ORJS0010,2023-01-01T00:00:00,WESD,0.0,",,N,0830"
GHCND:US1ORJS0010,2023-01-01T00:00:00,WESF,0.0,",,N,0830"
GHCND:US1ORJS0015,2023-01-01T00:00:00,PRCP,0.01,",,N,0700"
GHCND:US1ORJS0016,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORJS0016,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORJS0017,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0800"
GHCND:US1ORJS0018,2023-01-01T00:00:00,PRCP,0.08,",,N,0700"
GHCND:US1ORJS0020,2023-01-01T00:00:00,PRCP,0.02,",,N,0700"
GHCND:US1ORJS0021,2023-01-01T00:00:00,PRCP,0.0,",L,N,0800"
GHCND:US1ORJS0021,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORJS0024,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0800"
GHCND:US1ORJS0025,2023-01-01T00:00:00,PRCP,0.01,",,N,0700"
GHCND:US1ORJS0025,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORJS0025,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORJS0029,2023-01-01T00:00:00,PRCP,0.01,",,N,0700"
GHCND:US1ORJS0030,2023-01-01T00:00:00,PRCP,0.0,",,N,0728"
GHCND:US1ORJS0030,2023-01-01T00:00:00,SNOW,0.0,",,N,0728"
GHCND:US1ORJS0033,2023-01-01T00:00:00,PRCP,0.02,",,N,0700"
GHCND:US1ORJS0033,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORJS0035,2023-01-01T00:00:00,PRCP,0.0,",,N,0800"
GHCND:US1ORJS0035,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORJS0036,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORJS0041,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0800"
GHCND:US1ORKL0014,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORKL0014,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORKL0016,2023-01-01T00:00:00,PRCP,0.0,",,N,0800"
GHCND:US1ORKL0016,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORKL0018,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORKL0018,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORKL0023,2023-01-01T00:00:00,PRCP,0.0,",,N,0800"
GHCND:US1ORKL0023,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORKL0023,2023-01-01T00:00:00,SNWD,0.0,",,N,0800"
GHCND:US1ORKL0025,2023-01-01T00:00:00,PRCP,0.01,",,N,0700"
GHCND:US1ORLA0003,2023-01-01T00:00:00,PRCP,0.03,",,N,0600"
GHCND:US1ORLA0007,2023-01-01T00:00:00,PRCP,0.07,",,N,0700"
GHCND:US1ORLA0013,2023-01-01T00:00:00,DAPR,2,",,N,0736"
GHCND:US1ORLA0013,2023-01-01T00:00:00,MDPR,0.67,",,N,0736"
GHCND:US1ORLA0024,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORLA0026,2023-01-01T00:00:00,PRCP,0.08,",,N,0800"
GHCND:US1ORLA0031,2023-01-01T00:00:00,PRCP,0.04,",,N,0800"
GHCND:US1ORLA0036,2023-01-01T00:00:00,PRCP,0.01,",,N,1830"
GHCND:US1ORLA0038,2023-01-01T00:00:00,PRCP,0.02,",,N,0730"
GHCND:US1ORLA0054,2023-01-01T00:00:00,PRCP,0.08,",,N,0835"
GHCND:US1ORLA0055,2023-01-01T00:00:00,PRCP,0.07,",,N,0800"
GHCND:US1ORLA0065,2023-01-01T00:00:00,PRCP,0.02,",,N,0700"
GHCND:US1ORLA0065,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORLA0065,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORLA0065,2023-01-01T00:00:00,WESD,0.0,",,N,0700"
GHCND:US1ORLA0065,2023-01-01T00:00:00,WESF,0.0,",,N,0700"
GHCND:US1ORLA0066,2023-01-01T00:00:00,PRCP,0.04,",,N,0700"
GHCND:US1ORLA0066,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORLA0068,2023-01-01T00:00:00,PRCP,0.07,",,N,0925"
GHCND:US1ORLA0076,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORLA0076,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORLA0076,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORLA0093,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORLA0103,2023-01-01T00:00:00,PRCP,0.17,",,N,0700"
GHCND:US1ORLA0104,2023-01-01T00:00:00,PRCP,0.03,",,N,0800"
GHCND:US1ORLA0112,2023-01-01T00:00:00,PRCP,0.02,",,N,0600"
GHCND:US1ORLA0114,2023-01-01T00:00:00,DAPR,2,",,N,1030"
GHCND:US1ORLA0114,2023-01-01T00:00:00,MDPR,0.72,",,N,1030"
GHCND:US1ORLA0116,2023-01-01T00:00:00,PRCP,0.0,",,N,1000"
GHCND:US1ORLA0116,2023-01-01T00:00:00,SNOW,0.0,",,N,1000"
GHCND:US1ORLA0118,2023-01-01T00:00:00,PRCP,0.08,",,N,0800"
GHCND:US1ORLA0121,2023-01-01T00:00:00,PRCP,0.06,",,N,0700"
GHCND:US1ORLA0122,2023-01-01T00:00:00,PRCP,0.04,",,N,0600"
GHCND:US1ORLA0126,2023-01-01T00:00:00,PRCP,0.06,",,N,0800"
GHCND:US1ORLA0126,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORLA0126,2023-01-01T00:00:00,WESF,0.0,",,N,0800"
GHCND:US1ORLA0127,2023-01-01T00:00:00,PRCP,0.01,",,N,0700"
GHCND:US1ORLA0129,2023-01-01T00:00:00,PRCP,0.07,",,N,0800"
GHCND:US1ORLA0130,2023-01-01T00:00:00,PRCP,0.04,",,N,0800"
GHCND:US1ORLA0167,2023-01-01T00:00:00,PRCP,0.09,",,N,0738"
GHCND:US1ORLA0171,2023-01-01T00:00:00,PRCP,0.07,",,N,0700"
GHCND:US1ORLA0179,2023-01-01T00:00:00,PRCP,0.11,",,N,0700"
GHCND:US1ORLA0180,2023-01-01T00:00:00,PRCP,0.08,",,N,0700"
GHCND:US1ORLA0186,2023-01-01T00:00:00,PRCP,0.07,",,N,0800"
GHCND:US1ORLA0190,2023-01-01T00:00:00,PRCP,0.11,",,N,0815"
GHCND:US1ORLA0193,2023-01-01T00:00:00,PRCP,0.04,",,N,0930"
GHCND:US1ORLA0198,2023-01-01T00:00:00,PRCP,0.13,",,N,0700"
GHCND:US1ORLA0200,2023-01-01T00:00:00,PRCP,0.07,",,N,0654"
GHCND:US1ORLA0208,2023-01-01T00:00:00,PRCP,0.07,",,N,0700"
GHCND:US1ORLA0209,2023-01-01T00:00:00,PRCP,0.12,",,N,0721"
GHCND:US1ORLA0210,2023-01-01T00:00:00,PRCP,0.15,",,N,0800"
GHCND:US1ORLA0212,2023-01-01T00:00:00,PRCP,0.05,",,N,0700"
GHCND:US1ORLA0214,2023-01-01T00:00:00,PRCP,0.09,",,N,0700"
GHCND:US1ORLA0219,2023-01-01T00:00:00,PRCP,0.07,",,N,0800"
GHCND:US1ORLA0219,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORLA0219,2023-01-01T00:00:00,SNWD,0.0,",,N,0800"
GHCND:US1ORLA0220,2023-01-01T00:00:00,PRCP,0.05,",,N,0800"
GHCND:US1ORLA0222,2023-01-01T00:00:00,PRCP,0.08,",,N,0800"
GHCND:US1ORLA0224,2023-01-01T00:00:00,DAPR,2,",,N,0745"
GHCND:US1ORLA0224,2023-01-01T00:00:00,MDPR,0.67,",,N,0745"
GHCND:US1ORLA0235,2023-01-01T00:00:00,PRCP,0.1,",,N,0700"
GHCND:US1ORLA0236,2023-01-01T00:00:00,PRCP,0.12,",,N,0700"
GHCND:US1ORLA0238,2023-01-01T00:00:00,PRCP,0.02,",,N,0745"
GHCND:US1ORLA0238,2023-01-01T00:00:00,SNOW,0.0,",,N,0745"
GHCND:US1ORLA0238,2023-01-01T00:00:00,WESF,0.0,",,N,0745"
GHCND:US1ORLA0241,2023-01-01T00:00:00,PRCP,0.07,",,N,0800"
GHCND:US1ORLC0001,2023-01-01T00:00:00,PRCP,0.04,",,N,0700"
GHCND:US1ORLC0002,2023-01-01T00:00:00,PRCP,0.19,",,N,0700"
GHCND:US1ORLC0007,2023-01-01T00:00:00,PRCP,0.14,",,N,0800"
GHCND:US1ORLC0015,2023-01-01T00:00:00,PRCP,0.1,",,N,0800"
GHCND:US1ORLC0026,2023-01-01T00:00:00,PRCP,0.18,",,N,0800"
GHCND:US1ORLC0027,2023-01-01T00:00:00,PRCP,0.14,",,N,0700"
GHCND:US1ORLC0029,2023-01-01T00:00:00,PRCP,0.1,",,N,0700"
GHCND:US1ORLC0034,2023-01-01T00:00:00,PRCP,0.14,",,N,0700"
GHCND:US1ORLC0036,2023-01-01T00:00:00,PRCP,0.05,",,N,0800"
GHCND:US1ORLC0036,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORLC0036,2023-01-01T00:00:00,WESF,0.0,",,N,0800"
GHCND:US1ORLC0037,2023-01-01T00:00:00,PRCP,0.73,",,N,1000"
GHCND:US1ORLC0039,2023-01-01T00:00:00,PRCP,0.75,",,N,0800"
GHCND:US1ORLC0040,2023-01-01T00:00:00,PRCP,0.23,",,N,0700"
GHCND:US1ORLC0041,2023-01-01T00:00:00,PRCP,0.12,",,N,0800"
GHCND:US1ORLC0044,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORLC0046,2023-01-01T00:00:00,DAPR,2,",,N,1000"
GHCND:US1ORLC0046,2023-01-01T00:00:00,MDPR,0.69,",,N,1000"
GHCND:US1ORLN0001,2023-01-01T00:00:00,PRCP,0.11,",,N,0700"
GHCND:US1ORLN0001,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORLN0001,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORLN0001,2023-01-01T00:00:00,WESD,0.0,",,N,0700"
GHCND:US1ORLN0001,2023-01-01T00:00:00,WESF,0.0,",,N,0700"
GHCND:US1ORLN0003,2023-01-01T00:00:00,PRCP,0.2,",,N,0800"
GHCND:US1ORLN0003,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORLN0003,2023-01-01T00:00:00,SNWD,0.0,",,N,0800"
GHCND:US1ORLN0004,2023-01-01T00:00:00,PRCP,0.11,",,N,0700"
GHCND:US1ORLN0006,2023-01-01T00:00:00,PRCP,0.04,",,N,0800"
GHCND:US1ORLN0007,2023-01-01T00:00:00,PRCP,0.08,",,N,0800"
GHCND:US1ORLN0007,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORLN0008,2023-01-01T00:00:00,PRCP,0.2,",,N,0619"
GHCND:US1ORLN0012,2023-01-01T00:00:00,PRCP,0.12,",,N,0700"
GHCND:US1ORLN0016,2023-01-01T00:00:00,PRCP,0.05,",,N,0646"
GHCND:US1ORLN0016,2023-01-01T00:00:00,SNOW,0.0,",,N,0646"
GHCND:US1ORLN0016,2023-01-01T00:00:00,SNWD,0.0,",,N,0646"
GHCND:US1ORLN0016,2023-01-01T00:00:00,WESD,0.0,",,N,0646"
GHCND:US1ORLN0016,2023-01-01T00:00:00,WESF,0.0,",,N,0646"
GHCND:US1ORLN0020,2023-01-01T00:00:00,PRCP,0.1,",,N,0800"
GHCND:US1ORLN0020,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORLN0030,2023-01-01T00:00:00,PRCP,0.02,",,N,0700"
GHCND:US1ORLN0032,2023-01-01T00:00:00,PRCP,0.13,",,N,0800"
GHCND:US1ORLN0034,2023-01-01T00:00:00,PRCP,0.1,",,N,0700"
GHCND:US1ORLN0042,2023-01-01T00:00:00,PRCP,0.2,",,N,0700"
GHCND:US1ORLN0042,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORLN0042,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORLN0042,2023-01-01T00:00:00,WESD,0.0,",,N,0700"
GHCND:US1ORLN0042,2023-01-01T00:00:00,WESF,0.0,",,N,0700"
GHCND:US1ORLN0043,2023-01-01T00:00:00,PRCP,0.16,",,N,0745"
GHCND:US1ORLN0044,2023-01-01T00:00:00,PRCP,0.18,",,N,0700"
GHCND:US1ORLN0047,2023-01-01T00:00:00,PRCP,0.21,",,N,0805"
GHCND:US1ORLN0050,2023-01-01T00:00:00,PRCP,0.15,",,N,0800"
GHCND:US1ORLN0054,2023-01-01T00:00:00,PRCP,0.24,",,N,0842"
GHCND:US1ORLN0055,2023-01-01T00:00:00,PRCP,0.11,",,N,0730"
GHCND:US1ORLN0056,2023-01-01T00:00:00,PRCP,0.09,",,N,0900"
GHCND:US1ORLN0057,2023-01-01T00:00:00,PRCP,0.04,",,N,0700"
GHCND:US1ORLN0058,2023-01-01T00:00:00,PRCP,0.1,",,N,0837"
GHCND:US1ORLN0062,2023-01-01T00:00:00,PRCP,0.09,",,N,0645"
GHCND:US1ORLN0062,2023-01-01T00:00:00,SNOW,0.0,",,N,0645"
GHCND:US1ORLN0062,2023-01-01T00:00:00,SNWD,0.0,",,N,0645"
GHCND:US1ORLN0062,2023-01-01T00:00:00,WESD,0.0,",,N,0645"
GHCND:US1ORLN0062,2023-01-01T00:00:00,WESF,0.0,",,N,0645"
GHCND:US1ORLN0064,2023-01-01T00:00:00,PRCP,0.1,",,N,0800"
GHCND:US1ORLN0065,2023-01-01T00:00:00,PRCP,0.2,",,N,0800"
GHCND:US1ORLN0068,2023-01-01T00:00:00,PRCP,0.06,",,N,0730"
GHCND:US1ORLN0070,2023-01-01T00:00:00,PRCP,0.07,",,N,0700"
GHCND:US1ORLN0072,2023-01-01T00:00:00,DAPR,2,",,N,0900"
GHCND:US1ORLN0072,2023-01-01T00:00:00,MDPR,0.62,",,N,0900"
GHCND:US1ORLN0073,2023-01-01T00:00:00,PRCP,0.07,",,N,0700"
GHCND:US1ORLN0075,2023-01-01T00:00:00,PRCP,0.16,",,N,0700"
GHCND:US1ORLN0076,2023-01-01T00:00:00,PRCP,0.11,",,N,0700"
GHCND:US1ORLN0078,2023-01-01T00:00:00,DAPR,11,",,N,0830"
GHCND:US1ORLN0078,2023-01-01T00:00:00,MDPR,4.04,",,N,0830"
GHCND:US1ORLN0079,2023-01-01T00:00:00,PRCP,0.18,",,N,0930"
GHCND:US1ORLN0081,2023-01-01T00:00:00,PRCP,0.14,",,N,0900"
GHCND:US1ORLN0087,2023-01-01T00:00:00,DAPR,3,",L,N,0800"
GHCND:US1ORLN0087,2023-01-01T00:00:00,MDPR,0.77,",L,N,0800"
GHCND:US1ORLN0090,2023-01-01T00:00:00,PRCP,0.19,",,N,0545"
GHCND:US1ORLN0091,2023-01-01T00:00:00,PRCP,0.12,",,N,0700"
GHCND:US1ORLN0092,2023-01-01T00:00:00,PRCP,0.15,",,N,0800"
GHCND:US1ORLN0093,2023-01-01T00:00:00,PRCP,0.12,",,N,0920"
GHCND:US1ORLN0095,2023-01-01T00:00:00,PRCP,0.07,",,N,0848"
GHCND:US1ORLN0095,2023-01-01T00:00:00,SNOW,0.0,",,N,0848"
GHCND:US1ORLN0095,2023-01-01T00:00:00,WESF,0.0,",,N,0848"
GHCND:US1ORLN0096,2023-01-01T00:00:00,PRCP,0.04,",,N,0700"
GHCND:US1ORLN0099,2023-01-01T00:00:00,PRCP,0.15,",,N,0800"
GHCND:US1ORMN0008,2023-01-01T00:00:00,PRCP,0.23,",,N,0854"
GHCND:US1ORMN0016,2023-01-01T00:00:00,PRCP,0.13,",,N,0700"
GHCND:US1ORMN0016,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORMN0016,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORMN0016,2023-01-01T00:00:00,WESD,0.0,",,N,0700"
GHCND:US1ORMN0016,2023-01-01T00:00:00,WESF,0.0,",,N,0700"
GHCND:US1ORMN0026,2023-01-01T00:00:00,PRCP,0.48,",,N,0700"
GHCND:US1ORMN0037,2023-01-01T00:00:00,PRCP,0.16,",,N,0800"
GHCND:US1ORMN0044,2023-01-01T00:00:00,DAPR,2,",,N,0925"
GHCND:US1ORMN0044,2023-01-01T00:00:00,MDPR,0.52,",,N,0925"
GHCND:US1ORMN0044,2023-01-01T00:00:00,SNWD,0.0,",,N,0925"
GHCND:US1ORMN0044,2023-01-01T00:00:00,WESD,0.0,",,N,0925"
GHCND:US1ORMN0047,2023-01-01T00:00:00,PRCP,0.1,",,N,0800"
GHCND:US1ORMN0049,2023-01-01T00:00:00,PRCP,0.09,",,N,0800"
GHCND:US1ORMN0050,2023-01-01T00:00:00,PRCP,0.2,",,N,0800"
GHCND:US1ORMN0058,2023-01-01T00:00:00,PRCP,0.18,",,N,0815"
GHCND:US1ORMN0060,2023-01-01T00:00:00,PRCP,0.22,",,N,0800"
GHCND:US1ORMN0061,2023-01-01T00:00:00,PRCP,0.24,",,N,0700"
GHCND:US1ORMN0078,2023-01-01T00:00:00,PRCP,0.41,",,N,0800"
GHCND:US1ORMN0082,2023-01-01T00:00:00,PRCP,0.21,",,N,0530"
GHCND:US1ORMN0083,2023-01-01T00:00:00,PRCP,0.22,",,N,0700"
GHCND:US1ORMN0085,2023-01-01T00:00:00,PRCP,0.19,",,N,0830"
GHCND:US1ORMN0085,2023-01-01T00:00:00,SNOW,0.0,",,N,0830"
GHCND:US1ORMN0085,2023-01-01T00:00:00,SNWD,0.0,",,N,0830"
GHCND:US1ORMN0085,2023-01-01T00:00:00,WESD,0.0,",,N,0830"
GHCND:US1ORMN0085,2023-01-01T00:00:00,WESF,0.0,",,N,0830"
GHCND:US1ORMN0088,2023-01-01T00:00:00,PRCP,0.0,",,N,1000"
GHCND:US1ORMN0088,2023-01-01T00:00:00,SNOW,0.0,",,N,1000"
GHCND:US1ORMN0089,2023-01-01T00:00:00,PRCP,0.02,",,N,0800"
GHCND:US1ORMN0090,2023-01-01T00:00:00,PRCP,0.16,",,N,0900"
GHCND:US1ORMN0093,2023-01-01T00:00:00,PRCP,0.1,",,N,0600"
GHCND:US1ORMT0006,2023-01-01T00:00:00,PRCP,0.03,",,N,0830"
GHCND:US1ORMT0006,2023-01-01T00:00:00,SNOW,0.0,",,N,0830"
GHCND:US1ORMT0006,2023-01-01T00:00:00,SNWD,0.0,",,N,0830"
GHCND:US1ORMT0006,2023-01-01T00:00:00,WESD,0.0,",,N,0830"
GHCND:US1ORMT0006,2023-01-01T00:00:00,WESF,0.0,",,N,0830"
GHCND:US1ORMT0020,2023-01-01T00:00:00,PRCP,0.12,",,N,0600"
GHCND:US1ORMT0024,2023-01-01T00:00:00,PRCP,0.03,",,N,0710"
GHCND:US1ORMT0033,2023-01-01T00:00:00,PRCP,0.06,",,N,0600"
GHCND:US1ORMT0033,2023-01-01T00:00:00,SNOW,0.0,",,N,0600"
GHCND:US1ORMT0033,2023-01-01T00:00:00,SNWD,0.0,",,N,0600"
GHCND:US1ORMT0033,2023-01-01T00:00:00,WESD,0.0,",,N,0600"
GHCND:US1ORMT0033,2023-01-01T00:00:00,WESF,0.0,",,N,0600"
GHCND:US1ORMT0082,2023-01-01T00:00:00,PRCP,0.02,",,N,0700"
GHCND:US1ORMT0089,2023-01-01T00:00:00,PRCP,0.04,",,N,0800"
GHCND:US1ORMT0089,2023-01-01T00:00:00,SNOW,0.0,",,N,0800"
GHCND:US1ORMT0099,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORMT0099,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORMT0114,2023-01-01T00:00:00,DAPR,7,",,N,0800"
GHCND:US1ORMT0114,2023-01-01T00:00:00,MDPR,4.25,",,N,0800"
GHCND:US1ORMT0114,2023-01-01T00:00:00,SNWD,0.0,",,N,0800"
GHCND:US1ORMT0114,2023-01-01T00:00:00,WESD,0.0,",,N,0800"
GHCND:US1ORMT0116,2023-01-01T00:00:00,PRCP,0.02,",,N,0645"
GHCND:US1ORMT0122,2023-01-01T00:00:00,PRCP,0.04,",,N,0700"
GHCND:US1ORMT0123,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORMT0126,2023-01-01T00:00:00,PRCP,0.07,",,N,1030"
GHCND:US1ORMT0126,2023-01-01T00:00:00,SNOW,0.0,",,N,1030"
GHCND:US1ORMT0126,2023-01-01T00:00:00,SNWD,0.0,",,N,1030"
GHCND:US1ORMT0127,2023-01-01T00:00:00,PRCP,0.08,",,N,0700"
GHCND:US1ORMT0128,2023-01-01T00:00:00,PRCP,0.02,",,N,0720"
GHCND:US1ORMT0131,2023-01-01T00:00:00,PRCP,0.03,",,N,0900"
GHCND:US1ORMT0137,2023-01-01T00:00:00,PRCP,0.05,",,N,0700"
GHCND:US1ORMT0143,2023-01-01T00:00:00,DAPR,13,",,N,0930"
GHCND:US1ORMT0143,2023-01-01T00:00:00,MDPR,6.1,",,N,0930"
GHCND:US1ORMT0144,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORMT0145,2023-01-01T00:00:00,PRCP,0.04,",,N,0700"
GHCND:US1ORMT0146,2023-01-01T00:00:00,PRCP,0.06,",,N,0800"
GHCND:US1ORPK0015,2023-01-01T00:00:00,PRCP,0.26,",,N,0700"
GHCND:US1ORPK0024,2023-01-01T00:00:00,PRCP,0.39,",,N,0700"
GHCND:US1ORPK0031,2023-01-01T00:00:00,PRCP,0.11,",,N,0630"
GHCND:US1ORPK0031,2023-01-01T00:00:00,SNOW,0.0,",,N,0630"
GHCND:US1ORPK0031,2023-01-01T00:00:00,SNWD,0.0,",,N,0630"
GHCND:US1ORPK0031,2023-01-01T00:00:00,WESD,0.0,",,N,0630"
GHCND:US1ORPK0031,2023-01-01T00:00:00,WESF,0.0,",,N,0630"
GHCND:US1ORPK0033,2023-01-01T00:00:00,PRCP,0.16,",,N,0700"
GHCND:US1ORPK0035,2023-01-01T00:00:00,PRCP,0.33,",,N,0700"
GHCND:US1ORPK0042,2023-01-01T00:00:00,PRCP,0.33,",,N,0655"
GHCND:US1ORPK0042,2023-01-01T00:00:00,SNOW,0.0,",,N,0655"
GHCND:US1ORPK0042,2023-01-01T00:00:00,SNWD,0.0,",,N,0655"
GHCND:US1ORPK0042,2023-01-01T00:00:00,WESD,0.0,",,N,0655"
GHCND:US1ORPK0042,2023-01-01T00:00:00,WESF,0.0,",,N,0655"
GHCND:US1ORPK0048,2023-01-01T00:00:00,PRCP,0.16,",,N,0800"
GHCND:US1ORTL0001,2023-01-01T00:00:00,PRCP,0.1,",,N,0800"
GHCND:US1ORTL0008,2023-01-01T00:00:00,PRCP,0.23,",,N,0700"
GHCND:US1ORTL0010,2023-01-01T00:00:00,PRCP,0.13,",,N,0700"
GHCND:US1ORUM0011,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORUM0011,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORUM0011,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORUM0011,2023-01-01T00:00:00,WESF,0.0,",,N,0700"
GHCND:US1ORUM0014,2023-01-01T00:00:00,PRCP,0.0,",,N,0700"
GHCND:US1ORUM0014,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORUM0027,2023-01-01T00:00:00,PRCP,0.0,",,N,0735"
GHCND:US1ORUM0027,2023-01-01T00:00:00,SNOW,0.0,",,N,0735"
GHCND:US1ORUM0027,2023-01-01T00:00:00,SNWD,0.0,",,N,0735"
GHCND:US1ORUM0027,2023-01-01T00:00:00,WESD,0.0,",,N,0735"
GHCND:US1ORUM0027,2023-01-01T00:00:00,WESF,0.0,",,N,0735"
GHCND:US1ORUM0034,2023-01-01T00:00:00,PRCP,0.0,",,N,0600"
GHCND:US1ORUM0034,2023-01-01T00:00:00,SNOW,0.0,",,N,0600"
GHCND:US1ORUN0001,2023-01-01T00:00:00,PRCP,0.03,",,N,0840"
GHCND:US1ORUN0001,2023-01-01T00:00:00,SNOW,0.0,"T,,N,0840"
GHCND:US1ORUN0001,2023-01-01T00:00:00,SNWD,11.0,",,N,0840"
GHCND:US1ORUN0005,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0700"
GHCND:US1ORUN0009,2023-01-01T00:00:00,PRCP,0.05,",,N,0700"
GHCND:US1ORWL0001,2023-01-01T00:00:00,PRCP,0.0,",,N,0755"
GHCND:US1ORWL0001,2023-01-01T00:00:00,SNOW,0.0,",,N,0755"
GHCND:US1ORWL0001,2023-01-01T00:00:00,WESF,0.0,",,N,0755"
GHCND:US1ORWL0006,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0600"
GHCND:US1ORWL0006,2023-01-01T00:00:00,SNOW,0.0,"T,,N,0600"
GHCND:US1ORWL0006,2023-01-01T00:00:00,SNWD,1.5,",,N,0600"
GHCND:US1ORWL0009,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0800"
GHCND:US1ORWL0009,2023-01-01T00:00:00,SNOW,0.0,"T,,N,0800"
GHCND:US1ORWL0009,2023-01-01T00:00:00,SNWD,2.0,",,N,0800"
GHCND:US1ORWL0010,2023-01-01T00:00:00,PRCP,0.0,"T,,N,0730"
GHCND:US1ORWL0010,2023-01-01T00:00:00,SNOW,0.0,"T,,N,0730"
GHCND:US1ORWL0010,2023-01-01T00:00:00,SNWD,8.5,",,N,0730"
GHCND:US1ORWS0002,2023-01-01T00:00:00,PRCP,0.06,",,N,0700"
GHCND:US1ORWS0005,2023-01-01T00:00:00,PRCP,0.03,",,N,1000"
GHCND:US1ORWS0007,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORWS0007,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
GHCND:US1ORWS0007,2023-01-01T00:00:00,SNWD,0.0,",,N,0700"
GHCND:US1ORWS0007,2023-01-01T00:00:00,WESD,0.0,",,N,0700"
GHCND:US1ORWS0007,2023-01-01T00:00:00,WESF,0.0,",,N,0700"
GHCND:US1ORWS0032,2023-01-01T00:00:00,PRCP,0.08,",,N,0700"
GHCND:US1ORWS0075,2023-01-01T00:00:00,PRCP,0.0,",,N,2300"
GHCND:US1ORWS0075,2023-01-01T00:00:00,SNOW,0.0,",,N,2300"
GHCND:US1ORWS0081,2023-01-01T00:00:00,PRCP,0.02,",,N,0800"
GHCND:US1ORWS0096,2023-01-01T00:00:00,PRCP,0.09,",,N,0620"
GHCND:US1ORWS0097,2023-01-01T00:00:00,PRCP,0.1,",,N,0800"
GHCND:US1ORWS0105,2023-01-01T00:00:00,PRCP,0.1,",,N,0700"
GHCND:US1ORWS0114,2023-01-01T00:00:00,PRCP,0.03,",,N,0700"
GHCND:US1ORWS0124,2023-01-01T00:00:00,PRCP,0.07,",,N,0700"
GHCND:US1ORWS0124,2023-01-01T00:00:00,SNOW,0.0,",,N,0700"
